,etiquetaoriginal,tweet,tweetF,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,TweetNeutro,TweetPositivo,TweetNegativo,
80,P,@Joey_Rock Que rico! Provecho en su día,"['', 'Joey', 'Rock', 'Que', 'rico', 'Provecho', 'en', 'su', 'día']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
81,NEU,@Ce_Argm @AndricSaba yo iba a preguntar lo mismo,"['', 'Ce', 'Argm', 'AndricSaba', 'yo', 'iba', 'a', 'preguntar', 'lo', 'mismo']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
82,P,@DaveMendor dos para vos un gran abrazo homosexual ??,"['', 'DaveMendor', 'dos', 'para', 'vos', 'un', 'gran', 'abrazo', 'homosexual', '']",0,0,0,0,0.125,0,0.125,0,0,0.125,0,1,0,1
83,NEU,"@jpvdh Yo media teja, con eso nos la jugamos no?","['', 'jpvdh', 'Yo', 'media', 'teja', 'con', 'eso', 'nos', 'la', 'jugamos', 'no', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
84,N,"En 0 favs me voy a ir, que triste No así","['En', '0', 'favs', 'me', 'voy', 'a', 'ir', 'que', 'triste', 'No', 'así']",0.090909091,0,0.090909091,0.090909091,0,0.090909091,0,0.090909091,0,0,0,0,1,1
85,NEU,@ljuliojose mi camara es lo unico que permite que no la cambie,"['', 'ljuliojose', 'mi', 'camara', 'es', 'lo', 'unico', 'que', 'permite', 'que', 'no', 'la', 'cambie']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
86,P,Gracias @Tiasit por el chocolatito! #Kiss! Un gran abrazo. #FelizAño2017 y muchas bendiciones!,"['Gracias', 'Tiasit', 'por', 'el', 'chocolatito', 'Kiss', 'Un', 'gran', 'abrazo', 'FelizAño2017', 'y', 'muchas', 'bendiciones', '']",0,0.076923077,0,0,0.153846154,0,0.153846154,0,0.076923077,0.153846154,0,1,0,1
87,P,Hoy recibí una buena noticia y llevo saltando de la emoción como 30 minutos.,"['Hoy', 'recibí', 'una', 'buena', 'noticia', 'y', 'llevo', 'saltando', 'de', 'la', 'emoción', 'como', '30', 'minutos', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,N,Me queda una semana y media de vacaciones y aún no he hecho nada productivo,"['Me', 'queda', 'una', 'semana', 'y', 'media', 'de', 'vacaciones', 'y', 'aún', 'no', 'he', 'hecho', 'nada', 'productivo']",0,0.066666667,0,0,0.066666667,0.066666667,0.133333333,0.066666667,0,0.066666667,0,1,0,0
89,NEU,@fio_mc12 opaaaaa ?? ahora jugas fútbol? ?? jajaja diay no tenía forma de saberlo o coordinarlo,"['', 'fio', 'mc12', 'opaaaaa', 'ahora', 'jugas', 'fútbol', 'jajaja', 'diay', 'no', 'tenía', 'forma', 'de', 'saberlo', 'o', 'coordinarlo']",0,0,0,0,0,0,0.066666667,0,0,0,0,1,0,0
90,N,"Ojalá que los vientos se lleven la mala suerte de la Liga eh Ok, merezco esos unfollows","['Ojalá', 'que', 'los', 'vientos', 'se', 'lleven', 'la', 'mala', 'suerte', 'de', 'la', 'Liga', 'eh', 'Ok', 'merezco', 'esos', 'unfollows']",0,0.058823529,0,0,0.058823529,0,0.117647059,0,0.058823529,0,0,1,0,0
91,NEU,@WancitoCubero No se puede esperar que hablen como amigos de toda una vida si es la primera conversación,"['', 'WancitoCubero', 'No', 'se', 'puede', 'esperar', 'que', 'hablen', 'como', 'amigos', 'de', 'toda', 'una', 'vida', 'si', 'es', 'la', 'primera', 'conversación']",0,0.055555556,0,0,0,0.055555556,0.055555556,0,0.055555556,0.055555556,1,0,0,1
92,NEU,@chisco_07 si encuentra una me avisa porque muero por nadar y el horario de las deportivas no me sirve,"['', 'chisco', '07', 'si', 'encuentra', 'una', 'me', 'avisa', 'porque', 'muero', 'por', 'nadar', 'y', 'el', 'horario', 'de', 'las', 'deportivas', 'no', 'me', 'sirve']",0,0.05,0,0.05,0.05,0,0.05,0,0,0,0,1,0,0
93,NEU,"@Calikhaug @kolbi_cr Ah! Y quería también mencionar que tienen soporte no solo en línea y por teléfono, también un WhatsApp","['', 'Calikhaug', 'kolbi', 'cr', 'Ah', 'Y', 'quería', 'también', 'mencionar', 'que', 'tienen', 'soporte', 'no', 'solo', 'en', 'línea', 'y', 'por', 'teléfono', 'también', 'un', 'WhatsApp']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
94,P,"Digan lo que les de la gana, el 2016 fue un año bonito, de mucho crecimiento donde logré cosas muy buenas","['Digan', 'lo', 'que', 'les', 'de', 'la', 'gana', 'el', '2016', 'fue', 'un', 'año', 'bonito', 'de', 'mucho', 'crecimiento', 'donde', 'logré', 'cosas', 'muy', 'buenas']",0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,1,0,0,0
95,NEU,@Uber_CR Por que no hacen eso en otras provincias yo queria uno pero solo uso uber en cartago :-[ Yo queria Tamal!!,"['', 'Uber', 'CR', 'Por', 'que', 'no', 'hacen', 'eso', 'en', 'otras', 'provincias', 'yo', 'queria', 'uno', 'pero', 'solo', 'uso', 'uber', 'en', 'cartago', 'Yo', 'queria', 'Tamal', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
96,P,Cuando uno siente que se complementa y pasa momentos increíbles con una persona se da cuenta que no es necesario contar con muchos,"['Cuando', 'uno', 'siente', 'que', 'se', 'complementa', 'y', 'pasa', 'momentos', 'increíbles', 'con', 'una', 'persona', 'se', 'da', 'cuenta', 'que', 'no', 'es', 'necesario', 'contar', 'con', 'muchos']",0,0,0,0,0,0.043478261,0.043478261,0,0,0.086956522,1,0,0,0
97,N,Mae yo soy tan idiota que tome jarabe por que tenía mucha tos y ahora estoy como si estuviera borracha y no puedo estudiar,"['Mae', 'yo', 'soy', 'tan', 'idiota', 'que', 'tome', 'jarabe', 'por', 'que', 'tenía', 'mucha', 'tos', 'y', 'ahora', 'estoy', 'como', 'si', 'estuviera', 'borracha', 'y', 'no', 'puedo', 'estudiar']",0.041666667,0,0.083333333,0,0,0.083333333,0,0,0,0,0,0,1,1
98,NEU,@Santicr10 @Juandi_SC Se lo juro que iría si no fuera noche vieja. Pero tengo que salir a comprar porque hoy hago cena yo gracias Santi,"['', 'Santicr10', 'Juandi', 'SC', 'Se', 'lo', 'juro', 'que', 'iría', 'si', 'no', 'fuera', 'noche', 'vieja', 'Pero', 'tengo', 'que', 'salir', 'a', 'comprar', 'porque', 'hoy', 'hago', 'cena', 'yo', 'gracias', 'Santi']",0,0.038461538,0,0,0,0,0.038461538,0.038461538,0,0,0,1,0,0
99,N,hey no manda huevo con Otto este fin mis 6 sobrinos tenían partido y ya no estaba emocionada y eso que no me gusta el fútbol.,"['hey', 'no', 'manda', 'huevo', 'con', 'Otto', 'este', 'fin', 'mis', '6', 'sobrinos', 'tenían', 'partido', 'y', 'ya', 'no', 'estaba', 'emocionada', 'y', 'eso', 'que', 'no', 'me', 'gusta', 'el', 'fútbol', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,N,"@eRickRP Y bueno, ¿alguien le paga a esa mae para que sea una odiosa? Yo lo soy gratis, jajaja. No hay altruismo en la gente, de veras.","['', 'eRickRP', 'Y', 'bueno', 'alguien', 'le', 'paga', 'a', 'esa', 'mae', 'para', 'que', 'sea', 'una', 'odiosa', 'Yo', 'lo', 'soy', 'gratis', 'jajaja', 'No', 'hay', 'altruismo', 'en', 'la', 'gente', 'de', 'veras', '']",0,0.037037037,0,0,0.037037037,0,0.037037037,0,0.037037037,0.037037037,0,1,0,0
101,N,"Como sé que les re interesa, les actualizo: me dijo que sí a ver una peli pero me habló de un pibe dándome a entender que están saliendo","['Como', 'sé', 'que', 'les', 're', 'interesa', 'les', 'actualizo', 'me', 'dijo', 'que', 'sí', 'a', 'ver', 'una', 'peli', 'pero', 'me', 'habló', 'de', 'un', 'pibe', 'dándome', 'a', 'entender', 'que', 'están', 'saliendo']",0,0.035714286,0,0.035714286,0,0,0,0,0,0,1,0,0,0
102,N,"Loa me pidió un favor y me dije que me diera chance y me hizo mal modo,que vaya a ver quién se la re culea que ya no le voy a hacer nada.","['Loa', 'me', 'pidió', 'un', 'favor', 'y', 'me', 'dije', 'que', 'me', 'diera', 'chance', 'y', 'me', 'hizo', 'mal', 'modo', 'que', 'vaya', 'a', 'ver', 'quién', 'se', 'la', 're', 'culea', 'que', 'ya', 'no', 'le', 'voy', 'a', 'hacer', 'nada', '']",0.029411765,0.029411765,0.029411765,0.058823529,0,0.058823529,0.029411765,0.058823529,0,0,0,0,1,1
103,P,@PeladoMuyPelado Amo los Lunes libres,"['', 'PeladoMuyPelado', 'Amo', 'los', 'Lunes', 'libres']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
104,N,"@PrisciBenavides ugh siii, de lo peor","['', 'PrisciBenavides', 'ugh', 'siii', 'de', 'lo', 'peor']",0,0,0,0.166666667,0,0.166666667,0,0.166666667,0,0,0,0,1,1
105,NEU,mañana voy a ir a montar sola,"['mañana', 'voy', 'a', 'ir', 'a', 'montar', 'sola']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
106,P,Feliz año 2017 Bendiciones para este nuevo año.,"['Feliz', 'año', '2017', 'Bendiciones', 'para', 'este', 'nuevo', 'año', '']",0,0.25,0,0,0.25,0,0.25,0,0.125,0.25,0,1,0,1
107,P,"@biricr gracias y si, ya lo mas feo pasó","['', 'biricr', 'gracias', 'y', 'si', 'ya', 'lo', 'mas', 'feo', 'pasó']",0,0,0.111111111,0,0,0.111111111,0,0,0,0,0,0,1,0
108,N,"@germangn09 gracias, yo también estoy triste porque no te vi","['', 'germangn09', 'gracias', 'yo', 'también', 'estoy', 'triste', 'porque', 'no', 'te', 'vi']",0.1,0,0.1,0.1,0,0.1,0,0.1,0,0,0,0,1,1
109,N,"Estaba dormida y me desperté por un mensaje,ahora no puedo dormir.","['Estaba', 'dormida', 'y', 'me', 'desperté', 'por', 'un', 'mensaje', 'ahora', 'no', 'puedo', 'dormir', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
110,NEU,He vuelto! Esta vara esta llena de ceniza (@ Residencial Don Eloy),"['He', 'vuelto', 'Esta', 'vara', 'esta', 'llena', 'de', 'ceniza', 'Residencial', 'Don', 'Eloy', '']",0,0,0,0,0,0.090909091,0.090909091,0,0,0.090909091,1,0,0,1
111,P,"Mis excompañeros de intercambio siempre se acuerdan de mi cumple, que buena nota","['Mis', 'excompañeros', 'de', 'intercambio', 'siempre', 'se', 'acuerdan', 'de', 'mi', 'cumple', 'que', 'buena', 'nota']",0,0,0,0,0,0,0.076923077,0,0,0.076923077,0,1,0,1
112,N,Empecé el 2017 de la manera más anti yo posible... Tomando alcohol. Que feo,"['Empecé', 'el', '2017', 'de', 'la', 'manera', 'más', 'anti', 'yo', 'posible', 'Tomando', 'alcohol', 'Que', 'feo']",0.071428571,0,0.071428571,0,0.071428571,0.142857143,0,0.071428571,0,0,0,0,1,1
113,N,@andreavasro Ojalá que no Yo aun no entiendo bien qué motiva a Assange. Destrucción total?,"['', 'andreavasro', 'Ojalá', 'que', 'no', 'Yo', 'aun', 'no', 'entiendo', 'bien', 'qué', 'motiva', 'a', 'Assange', 'Destrucción', 'total', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
114,NEU,Quiero estar metida en la piscina. Ahí no siento la ceniza ni me arden los ojos,"['Quiero', 'estar', 'metida', 'en', 'la', 'piscina', 'Ahí', 'no', 'siento', 'la', 'ceniza', 'ni', 'me', 'arden', 'los', 'ojos']",0,0,0,0,0,0.0625,0.0625,0,0,0,1,0,0,1
115,P,"y sin querer me han elevado la barra, para seguir preparandome...waoooo este extraordinario mundo del cafe loveyou??","['y', 'sin', 'querer', 'me', 'han', 'elevado', 'la', 'barra', 'para', 'seguir', 'preparandome', 'waoooo', 'este', 'extraordinario', 'mundo', 'del', 'cafe', 'loveyou', '']",0,0,0,0.055555556,0,0.055555556,0.111111111,0.055555556,0,0.055555556,0,1,0,1
116,NEU,—¿Qué estudias? —Licenciatura en danza moderna y habilidades manuales con fuego como elemento natural. —¿Eres tragafuegos? —JAJAJÁ Si,"['', 'Qué', 'estudias', 'Licenciatura', 'en', 'danza', 'moderna', 'y', 'habilidades', 'manuales', 'con', 'fuego', 'como', 'elemento', 'natural', 'Eres', 'tragafuegos', 'JAJAJÁ', 'Si']",0.055555556,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0.055555556,1,0,0,1
117,NEU,"@JanekeithDB @jujoviar Sí, eso sí tod lo disfrutramos un montón... pero di, hacerle un examen oral a 40 personas...","['', 'JanekeithDB', 'jujoviar', 'Sí', 'eso', 'sí', 'tod', 'lo', 'disfrutramos', 'un', 'montón', 'pero', 'di', 'hacerle', 'un', 'examen', 'oral', 'a', '40', 'personas', '']",0,0,0,0.052631579,0,0.052631579,0,0,0.052631579,0,0,0,1,0
118,P,"¡Buenos días! #YeimyTeMueve a partir de este momento. ""Escribí en tu corazón que cada día es el mejor del año…","['', 'Buenos', 'días', 'YeimyTeMueve', 'a', 'partir', 'de', 'este', 'momento', 'Escribí', 'en', 'tu', 'corazón', 'que', 'cada', 'día', 'es', 'el', 'mejor', 'del', 'año', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
119,N,Mis amigos dicen que me voy a quedar solo por ser tan cortante. Lo peor es que no me siento cortante.,"['Mis', 'amigos', 'dicen', 'que', 'me', 'voy', 'a', 'quedar', 'solo', 'por', 'ser', 'tan', 'cortante', 'Lo', 'peor', 'es', 'que', 'no', 'me', 'siento', 'cortante', '']",0,0,0,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0,1,1
120,NEU,@CorralesKendy ya me ha pasado y eso que le estoy dando 20min pero es un dato falso porque siempre son 10min antes,"['', 'CorralesKendy', 'ya', 'me', 'ha', 'pasado', 'y', 'eso', 'que', 'le', 'estoy', 'dando', '20min', 'pero', 'es', 'un', 'dato', 'falso', 'porque', 'siempre', 'son', '10min', 'antes']",0.045454545,0,0.045454545,0,0,0.045454545,0.045454545,0,0,0,1,0,0,1
121,P,"Me vengo dando cuenta que sí... el gordo navideño y yo siempre sí... regalo de santa, por despistada? marchamo y regalos pagados #gracias","['Me', 'vengo', 'dando', 'cuenta', 'que', 'sí', 'el', 'gordo', 'navideño', 'y', 'yo', 'siempre', 'sí', 'regalo', 'de', 'santa', 'por', 'despistada', 'marchamo', 'y', 'regalos', 'pagados', 'gracias']",0,0.043478261,0,0,0.043478261,0,0.086956522,0,0.043478261,0.043478261,0,1,0,1
122,N,"Cuidémonos y velemos siempre por la buena salud, que una enfermedad nos puede llevar muy rápido. Y hoy se me está llevando a alguien","['Cuidémonos', 'y', 'velemos', 'siempre', 'por', 'la', 'buena', 'salud', 'que', 'una', 'enfermedad', 'nos', 'puede', 'llevar', 'muy', 'rápido', 'Y', 'hoy', 'se', 'me', 'está', 'llevando', 'a', 'alguien']",0.041666667,0,0.041666667,0.041666667,0,0.083333333,0,0.083333333,0,0,0,0,1,1
123,P,"No todo es orines y ceniza: hoy vi una niña con patines y casco divirtiéndose en la Plaza de la Cultura, y fue muy lindo","['No', 'todo', 'es', 'orines', 'y', 'ceniza', 'hoy', 'vi', 'una', 'niña', 'con', 'patines', 'y', 'casco', 'divirtiéndose', 'en', 'la', 'Plaza', 'de', 'la', 'Cultura', 'y', 'fue', 'muy', 'lindo']",0,0,0.04,0.04,0,0.08,0.12,0.04,0,0,0,1,0,1
124,N,La gran lacra se llevó mis audífonos de iPhone y me dejó los de ella Samsung todos turros. Mañana le hago el 360 en ese pelo.,"['La', 'gran', 'lacra', 'se', 'llevó', 'mis', 'audífonos', 'de', 'iPhone', 'y', 'me', 'dejó', 'los', 'de', 'ella', 'Samsung', 'todos', 'turros', 'Mañana', 'le', 'hago', 'el', '360', 'en', 'ese', 'pelo', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,P,Yo hago una lista de recuerdos en mi mente y la conclusión es que el año 2016 ha sido un gran año. Dios ha sido buenísimo conmigo.,"['Yo', 'hago', 'una', 'lista', 'de', 'recuerdos', 'en', 'mi', 'mente', 'y', 'la', 'conclusión', 'es', 'que', 'el', 'año', '2016', 'ha', 'sido', 'un', 'gran', 'año', 'Dios', 'ha', 'sido', 'buenísimo', 'conmigo', '']",0,0.037037037,0,0.037037037,0.037037037,0,0.037037037,0,0,0.037037037,0,1,0,1
126,NEU,"Me acabo de topar a mi ??? en el semáforo del pretil y me comenzó a hablar en coreano. Profe, tenga compasión de mí y hablemos en inglés.","['Me', 'acabo', 'de', 'topar', 'a', 'mi', 'en', 'el', 'semáforo', 'del', 'pretil', 'y', 'me', 'comenzó', 'a', 'hablar', 'en', 'coreano', 'Profe', 'tenga', 'compasión', 'de', 'mí', 'y', 'hablemos', 'en', 'inglés', '']",0,0,0,0,0,0,0.037037037,0,0,0,0,1,0,0
127,NEU,"Mami: el sábado vamos a ir a comer, vas a ir? Yo: si claro Mami: pero primero vamos a ir a misa Yo: ah! Yo sé llegar al lugar Mami:","['Mami', 'el', 'sábado', 'vamos', 'a', 'ir', 'a', 'comer', 'vas', 'a', 'ir', 'Yo', 'si', 'claro', 'Mami', 'pero', 'primero', 'vamos', 'a', 'ir', 'a', 'misa', 'Yo', 'ah', 'Yo', 'sé', 'llegar', 'al', 'lugar', 'Mami', '']",0,0.033333333,0,0,0,0,0.033333333,0,0,0,0,1,0,0
128,P,Como chiquito con juguete nuevo,"['Como', 'chiquito', 'con', 'juguete', 'nuevo']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
129,NEU,@andresajeno pero dígalo bonito. Ni regañe.,"['', 'andresajeno', 'pero', 'dígalo', 'bonito', 'Ni', 'regañe', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
130,P,Que bueno que le gustara @Cindy_Ninni33CR @festdelaluz,"['Que', 'bueno', 'que', 'le', 'gustara', 'Cindy', 'Ninni33CR', 'festdelaluz']",0,0.125,0,0,0.125,0,0.125,0,0.125,0.125,0,1,0,1
131,N,Quiero entrar en tantas clases pero soy pobre.,"['Quiero', 'entrar', 'en', 'tantas', 'clases', 'pero', 'soy', 'pobre', '']",0,0,0,0,0,0.125,0,0.125,0,0,0,0,1,1
132,P,@S4ND86 esta viendo ese y se ve súper lindo,"['', 'S4ND86', 'esta', 'viendo', 'ese', 'y', 'se', 've', 'súper', 'lindo']",0,0,0,0,0,0,0.111111111,0,0,0,0,1,0,1
133,N,"JAJAJAJAJJA, me le cague por que si y listo ??","['JAJAJAJAJJA', 'me', 'le', 'cague', 'por', 'que', 'si', 'y', 'listo', '']",0,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0
134,P,Una semana siendo vegetariano. Es un pequeño gran logro para mí,"['Una', 'semana', 'siendo', 'vegetariano', 'Es', 'un', 'pequeño', 'gran', 'logro', 'para', 'mí']",0,0.090909091,0,0,0.090909091,0,0.090909091,0,0,0.090909091,0,1,0,1
135,NEU,@Manuelmdrano suele pasar si meditas se te quitan o sueñas más raro,"['', 'Manuelmdrano', 'suele', 'pasar', 'si', 'meditas', 'se', 'te', 'quitan', 'o', 'sueñas', 'más', 'raro']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
136,N,@Mcquensi yo quería uno. Pero me subía mucho el precio del nuevo playot,"['', 'Mcquensi', 'yo', 'quería', 'uno', 'Pero', 'me', 'subía', 'mucho', 'el', 'precio', 'del', 'nuevo', 'playot']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
137,NEU,"@MauFonseca11 @PilarAcuna O regalar bombitas y escopetas para que cada ""american"" se defienda. Lindo","['', 'MauFonseca11', 'PilarAcuna', 'O', 'regalar', 'bombitas', 'y', 'escopetas', 'para', 'que', 'cada', 'american', 'se', 'defienda', 'Lindo']",0,0,0,0,0,0,0.071428571,0,0,0,0,1,0,0
138,NEU,@piladetrastos Uno de mis mejores profes decía que es obligación de los abogados hablar sencillo.,"['', 'piladetrastos', 'Uno', 'de', 'mis', 'mejores', 'profes', 'decía', 'que', 'es', 'obligación', 'de', 'los', 'abogados', 'hablar', 'sencillo', '']",0,0,0,0,0,0,0.133333333,0,0,0.066666667,0,1,0,0
139,NEU,Hace poquito me dieron las 12 uvas para las 12pm y ya sólo me quedan 5,"['Hace', 'poquito', 'me', 'dieron', 'las', '12', 'uvas', 'para', 'las', '12pm', 'y', 'ya', 'sólo', 'me', 'quedan', '5']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
140,P,"Por primera vez creo que llegare después, no voy a tener que esperar eso me hace feliz","['Por', 'primera', 'vez', 'creo', 'que', 'llegare', 'después', 'no', 'voy', 'a', 'tener', 'que', 'esperar', 'eso', 'me', 'hace', 'feliz']",0,0.117647059,0,0,0.058823529,0.058823529,0.117647059,0,0.058823529,0.117647059,0,1,0,1
141,NEU,Lo bueno: el gato regresó. Lo malo: creo que es del vecino y no me lo puedo dejar.,"['Lo', 'bueno', 'el', 'gato', 'regresó', 'Lo', 'malo', 'creo', 'que', 'es', 'del', 'vecino', 'y', 'no', 'me', 'lo', 'puedo', 'dejar', '']",0.055555556,0.111111111,0.055555556,0.055555556,0.055555556,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,1,0,0,1
142,N,"Me vale madre toda la gente famosa que murió en el 2016, excepto por Keith Emerson, Bowie y Carrie","['Me', 'vale', 'madre', 'toda', 'la', 'gente', 'famosa', 'que', 'murió', 'en', 'el', '2016', 'excepto', 'por', 'Keith', 'Emerson', 'Bowie', 'y', 'Carrie']",0,0.052631579,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0,0.105263158,1,0,0,0
143,NEU,@AlexJ_CR yo me mande a traer una XL por ebay y me queda enorme y eso que estoy panzon jaja,"['', 'AlexJ', 'CR', 'yo', 'me', 'mande', 'a', 'traer', 'una', 'XL', 'por', 'ebay', 'y', 'me', 'queda', 'enorme', 'y', 'eso', 'que', 'estoy', 'panzon', 'jaja']",0,0,0,0,0,0,0,0,0,0,1,0,0,1
144,P,"Me gusta tanto el modo nocturno de Twitter, que paso entrando a cada rato y ni se qué escribir... hasta ahorita","['Me', 'gusta', 'tanto', 'el', 'modo', 'nocturno', 'de', 'Twitter', 'que', 'paso', 'entrando', 'a', 'cada', 'rato', 'y', 'ni', 'se', 'qué', 'escribir', 'hasta', 'ahorita']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,P,"@MARQIUX eso mae!!! Que bueno que te gustó el concierto, me alegra mucho!! A mí también me hacía falta tocar esas piezas!!","['', 'MARQIUX', 'eso', 'mae', 'Que', 'bueno', 'que', 'te', 'gustó', 'el', 'concierto', 'me', 'alegra', 'mucho', 'A', 'mí', 'también', 'me', 'hacía', 'falta', 'tocar', 'esas', 'piezas', '']",0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0,0.045454545,0.045454545,1,0,0,0
146,N,"En pleno 2016 ya no debería existir la siguiente conversación: Hola! -Hola Como estas? -Bien, vos? (Esa conversación q no pasa de ahí)","['En', 'pleno', '2016', 'ya', 'no', 'debería', 'existir', 'la', 'siguiente', 'conversación', 'Hola', 'Hola', 'Como', 'estas', 'Bien', 'vos', 'Esa', 'conversación', 'q', 'no', 'pasa', 'de', 'ahí', '']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,N,"Puto, PS4 pro se queda pillado( congelado), pensaba que era solo yo , pero no , ya son varios amigos que es lo mismo","['Puto', 'PS4', 'pro', 'se', 'queda', 'pillado', 'congelado', 'pensaba', 'que', 'era', 'solo', 'yo', 'pero', 'no', 'ya', 'son', 'varios', 'amigos', 'que', 'es', 'lo', 'mismo']",0,0,0,0,0,0,0,0,0,0,1,0,0,0
148,N,Lo 2do peor de la migraña es cuando ya pasa el dolor y entra esa goma post-dolor y la amnesia de lo que hice adolorida,"['Lo', '2do', 'peor', 'de', 'la', 'migraña', 'es', 'cuando', 'ya', 'pasa', 'el', 'dolor', 'y', 'entra', 'esa', 'goma', 'post', 'dolor', 'y', 'la', 'amnesia', 'de', 'lo', 'que', 'hice', 'adolorida']",0,0,0.076923077,0.115384615,0,0.153846154,0,0.115384615,0,0,0,0,1,1
149,P,"Hoy le dije a mi mamá: ""Para cerrar Noviembre solo falta un temblor"". Listo! Ahora digo q pa cerrar el 2016 solo falta pegarme el Gordo","['Hoy', 'le', 'dije', 'a', 'mi', 'mamá', 'Para', 'cerrar', 'Noviembre', 'solo', 'falta', 'un', 'temblor', 'Listo', 'Ahora', 'digo', 'q', 'pa', 'cerrar', 'el', '2016', 'solo', 'falta', 'pegarme', 'el', 'Gordo']",0.115384615,0.076923077,0.076923077,0.115384615,0,0.115384615,0,0.038461538,0,0,0,0,1,0
150,NEU,"@imcanadianbacon si , tengo q ver, para ir a la clínica tengo q pedir mínimo 2 días de vacaciones xq ni carnet tengo y no tengo dias","['', 'imcanadianbacon', 'si', 'tengo', 'q', 'ver', 'para', 'ir', 'a', 'la', 'clínica', 'tengo', 'q', 'pedir', 'mínimo', '2', 'días', 'de', 'vacaciones', 'xq', 'ni', 'carnet', 'tengo', 'y', 'no', 'tengo', 'dias']",0,0.076923077,0,0.038461538,0.038461538,0,0.038461538,0,0,0,0,1,0,0
151,NEU,"40 min. tarde al brete, pero ya entrené y la gocé en el gym. Pobre la familia del mae que falleció en el accidente, les deseo mucha paz","['40', 'min', 'tarde', 'al', 'brete', 'pero', 'ya', 'entrené', 'y', 'la', 'gocé', 'en', 'el', 'gym', 'Pobre', 'la', 'familia', 'del', 'mae', 'que', 'falleció', 'en', 'el', 'accidente', 'les', 'deseo', 'mucha', 'paz']",0,0.035714286,0,0.035714286,0.035714286,0.107142857,0.071428571,0.107142857,0.035714286,0.035714286,0,0,1,0
